order_id,_NAME_,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28
1097,product_id,5757,13772,31557,,,,,,,,,,,,,,,,,,,,,,,,,
1098,product_id,6209,30064,44626,45622,,,,,,,,,,,,,,,,,,,,,,,,
1099,product_id,11885,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,product_id,24241,49174,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,product_id,12827,14657,22348,26966,35079,,,,,,,,,,,,,,,,,,,,,,,
1103,product_id,13557,33391,34405,,,,,,,,,,,,,,,,,,,,,,,,,
1105,product_id,9080,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,product_id,20246,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,product_id,1,9007,26553,,,,,,,,,,,,,,,,,,,,,,,,,
1109,product_id,10685,48196,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,product_id,3481,7493,9631,28132,,,,,,,,,,,,,,,,,,,,,,,,
1112,product_id,1319,2238,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,product_id,3601,5100,30327,,,,,,,,,,,,,,,,,,,,,,,,,
1114,product_id,5684,7976,11069,13310,38205,,,,,,,,,,,,,,,,,,,,,,,
1115,product_id,3539,3648,6155,8194,9837,15497,18211,25393,26798,28968,30021,30106,35458,,,,,,,,,,,,,,,
1117,product_id,12640,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,product_id,7539,31041,33320,41212,,,,,,,,,,,,,,,,,,,,,,,,
1121,product_id,8382,17944,23099,45842,,,,,,,,,,,,,,,,,,,,,,,,
1122,product_id,8539,10082,14971,19384,29432,,,,,,,,,,,,,,,,,,,,,,,
1123,product_id,47526,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,product_id,2449,2458,7896,46562,,,,,,,,,,,,,,,,,,,,,,,,
1129,product_id,2678,11984,12061,21816,41714,,,,,,,,,,,,,,,,,,,,,,,
1130,product_id,14401,34517,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,product_id,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,product_id,1994,24756,43074,44912,,,,,,,,,,,,,,,,,,,,,,,,
1134,product_id,19283,42913,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,product_id,11737,36617,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,product_id,2781,48802,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,product_id,31932,49355,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,product_id,4269,13882,20380,25705,39427,,,,,,,,,,,,,,,,,,,,,,,
1140,product_id,9058,32598,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,product_id,280,5586,20919,26300,34449,36431,37249,44368,,,,,,,,,,,,,,,,,,,,
1142,product_id,1553,14086,16290,19862,40345,,,,,,,,,,,,,,,,,,,,,,,
1144,product_id,6760,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,product_id,38948,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,product_id,31912,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,product_id,5764,7632,38838,48706,,,,,,,,,,,,,,,,,,,,,,,,
1149,product_id,19034,23783,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,product_id,6908,9656,12285,24829,27676,40271,,,,,,,,,,,,,,,,,,,,,,
1151,product_id,2604,28688,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,product_id,3431,5710,7538,10374,15820,20259,21243,25742,38194,38370,40454,,,,,,,,,,,,,,,,,
1153,product_id,4390,16754,37722,41534,,,,,,,,,,,,,,,,,,,,,,,,
1154,product_id,7090,14647,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,product_id,25,7244,8626,14133,20785,21303,21655,35594,45402,,,,,,,,,,,,,,,,,,,
1156,product_id,46880,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,product_id,7029,9796,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,product_id,7088,23569,27668,31802,38973,44948,,,,,,,,,,,,,,,,,,,,,,
1159,product_id,880,3362,22933,,,,,,,,,,,,,,,,,,,,,,,,,
1160,product_id,1308,5266,12134,28584,31275,34907,36517,46984,,,,,,,,,,,,,,,,,,,,
1162,product_id,22901,34504,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,product_id,1377,47867,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,product_id,4442,12679,14292,44697,46305,,,,,,,,,,,,,,,,,,,,,,,
1165,product_id,952,1240,10621,37749,39558,40708,44578,,,,,,,,,,,,,,,,,,,,,
1168,product_id,11233,20710,29852,42931,,,,,,,,,,,,,,,,,,,,,,,,
1171,product_id,6583,6661,7753,7922,9421,12741,14366,17131,18660,23291,24236,25069,29460,29627,29671,31477,38652,47464,,,,,,,,,,
1172,product_id,4302,5911,26629,28862,33788,45673,,,,,,,,,,,,,,,,,,,,,,
1173,product_id,8104,8986,12029,12701,22176,40789,44113,49086,,,,,,,,,,,,,,,,,,,,
1175,product_id,8311,27105,38979,46758,,,,,,,,,,,,,,,,,,,,,,,,
1176,product_id,16869,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,product_id,4593,40859,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,product_id,10623,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,product_id,29867,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,product_id,32079,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,product_id,9601,15200,17243,22819,,,,,,,,,,,,,,,,,,,,,,,,
1184,product_id,16207,24514,36753,41469,47516,,,,,,,,,,,,,,,,,,,,,,,
1185,product_id,1090,15042,42252,,,,,,,,,,,,,,,,,,,,,,,,,
1186,product_id,27196,39761,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,product_id,15767,46260,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,product_id,5422,27020,35181,40028,42403,,,,,,,,,,,,,,,,,,,,,,,
1190,product_id,11707,39450,43182,43310,,,,,,,,,,,,,,,,,,,,,,,,
1191,product_id,1299,13447,44631,,,,,,,,,,,,,,,,,,,,,,,,,
1192,product_id,11473,15028,19689,22937,,,,,,,,,,,,,,,,,,,,,,,,
1193,product_id,15835,16350,20840,24179,25444,47564,,,,,,,,,,,,,,,,,,,,,,
1194,product_id,1578,9493,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,product_id,6121,6818,13250,14927,18432,22099,23904,25152,28634,35353,45453,,,,,,,,,,,,,,,,,
1197,product_id,48193,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,product_id,6655,9666,29310,,,,,,,,,,,,,,,,,,,,,,,,,
1199,product_id,4989,13225,13949,20906,,,,,,,,,,,,,,,,,,,,,,,,
1200,product_id,17355,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,product_id,9336,49496,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,product_id,21646,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,product_id,5214,13519,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,product_id,7598,13098,15842,21489,23953,27553,28841,40363,43821,44292,45050,46845,,,,,,,,,,,,,,,,
1206,product_id,34957,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,product_id,11265,21868,28031,,,,,,,,,,,,,,,,,,,,,,,,,
1208,product_id,21621,48765,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,product_id,40597,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,product_id,2663,25229,30229,48790,,,,,,,,,,,,,,,,,,,,,,,,
1211,product_id,8615,12419,44786,,,,,,,,,,,,,,,,,,,,,,,,,
1212,product_id,18557,32230,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,product_id,21403,33884,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,product_id,21263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,product_id,1398,25584,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,product_id,32347,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,product_id,449,15785,18272,24750,29778,32497,34127,38185,38439,42333,,,,,,,,,,,,,,,,,,
1221,product_id,26907,29473,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,product_id,31933,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,product_id,771,2588,14443,,,,,,,,,,,,,,,,,,,,,,,,,
1225,product_id,8017,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,product_id,16274,38720,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,product_id,25422,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,product_id,2132,23554,26315,,,,,,,,,,,,,,,,,,,,,,,,,
1232,product_id,36914,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,product_id,23693,31528,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,product_id,9122,9621,23986,32648,41169,,,,,,,,,,,,,,,,,,,,,,,
1236,product_id,15459,29669,35530,37602,,,,,,,,,,,,,,,,,,,,,,,,
1237,product_id,19662,20382,30796,37718,,,,,,,,,,,,,,,,,,,,,,,,
1238,product_id,12466,24674,25476,33168,44931,,,,,,,,,,,,,,,,,,,,,,,
1239,product_id,32717,43087,48099,,,,,,,,,,,,,,,,,,,,,,,,,
1240,product_id,4567,22316,27513,32935,,,,,,,,,,,,,,,,,,,,,,,,
1241,product_id,4136,8208,12011,29251,29327,33909,46402,,,,,,,,,,,,,,,,,,,,,
1242,product_id,42579,48007,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,product_id,2822,4659,12575,33957,,,,,,,,,,,,,,,,,,,,,,,,
1246,product_id,34648,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,product_id,39670,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,product_id,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,product_id,2913,20770,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,product_id,37570,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,product_id,14348,24133,25985,34282,41618,,,,,,,,,,,,,,,,,,,,,,,
1254,product_id,1979,10626,17409,37085,,,,,,,,,,,,,,,,,,,,,,,,
1256,product_id,4039,27227,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,product_id,5346,18292,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,product_id,16270,49005,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,product_id,42336,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,product_id,22149,43643,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,product_id,16108,17663,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,product_id,35217,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,product_id,32579,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,product_id,18104,22619,29309,47940,,,,,,,,,,,,,,,,,,,,,,,,
1265,product_id,18439,23013,26586,29088,42511,47006,,,,,,,,,,,,,,,,,,,,,,
1266,product_id,127,26030,29564,47382,,,,,,,,,,,,,,,,,,,,,,,,
1267,product_id,18035,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,product_id,1063,4232,8929,22663,23484,27241,28607,39549,41720,,,,,,,,,,,,,,,,,,,
1269,product_id,13241,13913,18627,22648,32608,42612,43136,44327,45599,,,,,,,,,,,,,,,,,,,
1270,product_id,4713,30110,39250,48616,,,,,,,,,,,,,,,,,,,,,,,,
1273,product_id,25105,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,product_id,11937,14027,25087,,,,,,,,,,,,,,,,,,,,,,,,,
1277,product_id,7295,13926,25279,30387,40080,,,,,,,,,,,,,,,,,,,,,,,
1278,product_id,31846,37078,48733,,,,,,,,,,,,,,,,,,,,,,,,,
1279,product_id,27277,43512,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,product_id,40055,40529,47500,,,,,,,,,,,,,,,,,,,,,,,,,
1283,product_id,18902,41694,48073,,,,,,,,,,,,,,,,,,,,,,,,,
1284,product_id,6571,20144,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,product_id,43210,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,product_id,3151,8721,23304,32537,45191,46505,,,,,,,,,,,,,,,,,,,,,,
1287,product_id,1108,3892,6244,6550,13049,18435,21513,29229,29345,33081,40862,44539,,,,,,,,,,,,,,,,
1289,product_id,4161,12087,13133,45134,,,,,,,,,,,,,,,,,,,,,,,,
1290,product_id,3699,11020,17326,19548,33989,38504,,,,,,,,,,,,,,,,,,,,,,
1292,product_id,34497,42958,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,product_id,45488,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,product_id,25208,35090,46047,46913,,,,,,,,,,,,,,,,,,,,,,,,
1296,product_id,9444,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,product_id,23580,30340,40316,,,,,,,,,,,,,,,,,,,,,,,,,
1298,product_id,1617,11014,28100,,,,,,,,,,,,,,,,,,,,,,,,,
1300,product_id,1640,6722,12545,14376,28782,,,,,,,,,,,,,,,,,,,,,,,
1301,product_id,15271,16622,46565,48551,,,,,,,,,,,,,,,,,,,,,,,,
1302,product_id,4714,35034,44267,,,,,,,,,,,,,,,,,,,,,,,,,
1303,product_id,34763,45741,48043,,,,,,,,,,,,,,,,,,,,,,,,,
1305,product_id,8775,12872,21142,22144,26665,45962,,,,,,,,,,,,,,,,,,,,,,
1306,product_id,877,5727,10580,16044,16215,18025,27683,,,,,,,,,,,,,,,,,,,,,
1308,product_id,15730,17606,30966,31445,,,,,,,,,,,,,,,,,,,,,,,,
1309,product_id,17008,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,product_id,46803,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,product_id,311,7647,7923,38593,45082,45309,48785,,,,,,,,,,,,,,,,,,,,,
1313,product_id,1422,5578,44414,,,,,,,,,,,,,,,,,,,,,,,,,
1314,product_id,39174,40278,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,product_id,34430,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,product_id,34213,44297,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,product_id,7314,25796,48301,,,,,,,,,,,,,,,,,,,,,,,,,
1321,product_id,961,44229,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,product_id,6252,11732,21948,26083,27920,33613,,,,,,,,,,,,,,,,,,,,,,
1323,product_id,26833,43577,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,product_id,28215,39083,43070,,,,,,,,,,,,,,,,,,,,,,,,,
1327,product_id,1661,3231,15860,31642,,,,,,,,,,,,,,,,,,,,,,,,
1328,product_id,13988,24943,46787,,,,,,,,,,,,,,,,,,,,,,,,,
1330,product_id,1970,16001,19627,34635,35105,38553,,,,,,,,,,,,,,,,,,,,,,
1331,product_id,37552,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,product_id,3007,9811,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,product_id,20327,22416,36869,36994,,,,,,,,,,,,,,,,,,,,,,,,
1334,product_id,16628,20433,20838,33017,42713,44714,47554,47877,,,,,,,,,,,,,,,,,,,,
1337,product_id,39394,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,product_id,13116,22943,25602,35804,40592,47050,,,,,,,,,,,,,,,,,,,,,,
1339,product_id,9913,43597,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,product_id,20573,40523,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,product_id,5606,12212,13702,23644,35504,,,,,,,,,,,,,,,,,,,,,,,
1344,product_id,6061,8075,25330,,,,,,,,,,,,,,,,,,,,,,,,,
1345,product_id,11288,16630,36696,39236,,,,,,,,,,,,,,,,,,,,,,,,
1346,product_id,28373,32465,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,product_id,5589,47875,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,product_id,15182,22115,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,product_id,6649,21253,23854,36164,39349,,,,,,,,,,,,,,,,,,,,,,,
1351,product_id,23517,26710,27299,33602,37761,,,,,,,,,,,,,,,,,,,,,,,
1353,product_id,264,8228,10151,12672,33745,,,,,,,,,,,,,,,,,,,,,,,
1354,product_id,10388,10911,12339,18296,18634,21011,42629,47284,,,,,,,,,,,,,,,,,,,,
1355,product_id,2692,8815,17303,26043,36046,43611,46453,47098,,,,,,,,,,,,,,,,,,,,
1356,product_id,26456,36619,46065,,,,,,,,,,,,,,,,,,,,,,,,,
1357,product_id,405,6979,28593,,,,,,,,,,,,,,,,,,,,,,,,,
1358,product_id,29794,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,product_id,1774,6139,10554,14228,28800,45149,,,,,,,,,,,,,,,,,,,,,,
1360,product_id,29862,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,product_id,8776,12720,12911,22024,24831,31672,35271,40232,48645,,,,,,,,,,,,,,,,,,,
1363,product_id,3348,11307,16618,26459,39698,46672,46934,,,,,,,,,,,,,,,,,,,,,
1364,product_id,48309,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,product_id,14419,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,product_id,17155,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,product_id,1696,10867,22904,23745,30428,33565,47537,,,,,,,,,,,,,,,,,,,,,
1370,product_id,39721,45870,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,product_id,3145,44278,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,product_id,11075,16357,33094,40362,49325,,,,,,,,,,,,,,,,,,,,,,,
1375,product_id,4037,9032,25535,36922,42756,,,,,,,,,,,,,,,,,,,,,,,
1376,product_id,5491,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,product_id,44430,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,product_id,30214,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,product_id,9500,33825,34295,45246,48239,,,,,,,,,,,,,,,,,,,,,,,
1380,product_id,403,3192,10174,18879,40352,44290,45224,,,,,,,,,,,,,,,,,,,,,
1381,product_id,28698,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,product_id,4982,26848,39429,,,,,,,,,,,,,,,,,,,,,,,,,
1383,product_id,17526,40935,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,product_id,23254,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,product_id,24673,33135,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,product_id,6508,48747,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,product_id,18168,24204,36114,40388,49281,,,,,,,,,,,,,,,,,,,,,,,
1388,product_id,10453,12914,20708,44367,44527,46877,,,,,,,,,,,,,,,,,,,,,,
1389,product_id,11870,42093,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,product_id,14032,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,product_id,2433,5716,9213,30764,,,,,,,,,,,,,,,,,,,,,,,,
1392,product_id,3126,14861,17634,36664,37131,49328,,,,,,,,,,,,,,,,,,,,,,
1393,product_id,343,1406,14471,19087,20413,29660,,,,,,,,,,,,,,,,,,,,,,
1394,product_id,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,product_id,48230,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,product_id,2163,22827,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,product_id,717,1973,4138,8501,10116,16436,36310,36689,38102,,,,,,,,,,,,,,,,,,,
1399,product_id,17998,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,product_id,39196,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,product_id,46139,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,product_id,20769,33897,38321,,,,,,,,,,,,,,,,,,,,,,,,,
1403,product_id,19393,42242,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,product_id,17915,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,product_id,28234,39762,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,product_id,39262,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,product_id,4687,33552,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,product_id,22829,49191,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,product_id,12193,33195,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,product_id,31188,32978,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,product_id,23181,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,product_id,10369,27012,30016,30571,,,,,,,,,,,,,,,,,,,,,,,,
1415,product_id,17142,17397,23840,49518,,,,,,,,,,,,,,,,,,,,,,,,
1416,product_id,49567,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,product_id,15773,37075,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,product_id,25438,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,product_id,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,product_id,2495,45787,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,product_id,17721,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,product_id,2309,20460,33089,39442,43421,,,,,,,,,,,,,,,,,,,,,,,
1426,product_id,20518,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,product_id,38440,44943,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,product_id,12192,18935,31954,,,,,,,,,,,,,,,,,,,,,,,,,
1429,product_id,11277,13417,19376,26118,,,,,,,,,,,,,,,,,,,,,,,,
1430,product_id,10045,14006,22178,25825,30483,,,,,,,,,,,,,,,,,,,,,,,
1431,product_id,18358,21384,21591,23761,36170,,,,,,,,,,,,,,,,,,,,,,,
1432,product_id,1930,15604,26739,33216,40620,,,,,,,,,,,,,,,,,,,,,,,
1433,product_id,121,8475,34254,46479,,,,,,,,,,,,,,,,,,,,,,,,
1434,product_id,6343,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,product_id,39374,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,product_id,31573,44590,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,product_id,524,14612,17261,19296,23023,26826,31087,33204,39027,39613,47248,48548,,,,,,,,,,,,,,,,
1440,product_id,8854,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,product_id,21025,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,product_id,3377,12939,18453,23750,29284,40470,,,,,,,,,,,,,,,,,,,,,,
1444,product_id,10080,15801,15895,40974,42073,47532,,,,,,,,,,,,,,,,,,,,,,
1446,product_id,23259,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,product_id,24407,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,product_id,14444,18023,21873,42500,,,,,,,,,,,,,,,,,,,,,,,,
1449,product_id,24062,,,,,,,,,,,,,,,,,,,,,,,,,,,
1452,product_id,18215,21849,38167,,,,,,,,,,,,,,,,,,,,,,,,,
1453,product_id,1356,19049,38192,43406,,,,,,,,,,,,,,,,,,,,,,,,
1455,product_id,1199,12204,15084,39652,44404,,,,,,,,,,,,,,,,,,,,,,,
1457,product_id,1018,4809,5114,10804,14491,23025,37754,41806,,,,,,,,,,,,,,,,,,,,
1461,product_id,1269,2748,18072,,,,,,,,,,,,,,,,,,,,,,,,,
1462,product_id,39216,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,product_id,2544,30592,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,product_id,19370,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,product_id,15503,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,product_id,43764,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,product_id,9340,45588,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,product_id,8415,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,product_id,5374,35412,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,product_id,15672,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,product_id,1883,7835,7893,16747,21999,25619,33162,40645,43044,44201,49232,,,,,,,,,,,,,,,,,
1475,product_id,12196,17044,24948,,,,,,,,,,,,,,,,,,,,,,,,,
1476,product_id,7361,7891,9454,13093,31564,33021,37213,37995,40634,41144,,,,,,,,,,,,,,,,,,
1480,product_id,41785,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,product_id,23098,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,product_id,37658,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,product_id,5531,7118,20985,27582,32818,,,,,,,,,,,,,,,,,,,,,,,
1484,product_id,23008,29603,31287,45860,,,,,,,,,,,,,,,,,,,,,,,,
1485,product_id,1546,12955,47547,,,,,,,,,,,,,,,,,,,,,,,,,
1486,product_id,9290,44268,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,product_id,16655,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,product_id,16789,34058,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,product_id,7620,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,product_id,24002,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,product_id,28597,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,product_id,6107,6898,7240,10078,10479,11331,14862,16014,17769,28748,31305,35289,37731,,,,,,,,,,,,,,,
1498,product_id,5866,6664,13304,19519,24093,33257,34128,44075,,,,,,,,,,,,,,,,,,,,
1499,product_id,30664,44098,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,product_id,5283,23460,28578,30736,,,,,,,,,,,,,,,,,,,,,,,,
1501,product_id,32923,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,product_id,49236,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,product_id,29879,37486,46393,,,,,,,,,,,,,,,,,,,,,,,,,
1504,product_id,5905,42463,45884,46181,,,,,,,,,,,,,,,,,,,,,,,,
1505,product_id,44103,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,product_id,19169,21775,40350,,,,,,,,,,,,,,,,,,,,,,,,,
1507,product_id,23348,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,product_id,635,4753,15363,16707,20126,24677,26863,33122,34909,37003,41120,41517,46097,48898,,,,,,,,,,,,,,
1510,product_id,44622,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,product_id,836,7788,13303,34898,,,,,,,,,,,,,,,,,,,,,,,,
1512,product_id,765,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,product_id,10603,13844,22089,,,,,,,,,,,,,,,,,,,,,,,,,
1516,product_id,41004,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,product_id,45154,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,product_id,3835,4813,5483,7808,10518,13113,17905,18070,18207,27070,31696,34209,47873,,,,,,,,,,,,,,,
1522,product_id,8442,21334,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,product_id,3864,5355,17170,25050,28378,,,,,,,,,,,,,,,,,,,,,,,
1525,product_id,12392,18941,23244,44426,,,,,,,,,,,,,,,,,,,,,,,,
1526,product_id,20697,32781,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,product_id,30011,38662,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,product_id,13798,32666,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,product_id,4914,21022,24857,29532,30942,33424,38259,40416,,,,,,,,,,,,,,,,,,,,
1531,product_id,39107,42935,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,product_id,10,4921,11755,15327,16137,27093,36315,,,,,,,,,,,,,,,,,,,,,
1533,product_id,11412,16633,17566,18419,20860,32819,47180,,,,,,,,,,,,,,,,,,,,,
1534,product_id,33368,46347,,,,,,,,,,,,,,,,,,,,,,,,,,
